geoName,year,NIH,abdominal,aerobic exercise,apnea,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,calories,cholesterol,diabetes,diabetes insipidus,diabetes insulin,diabetes mellitus,diabetes symptoms,diabetic,diabetic diet,diabetic ketoacidosis,diet,dietary,dresses plus size,e-bike,ejercicios,endocrine,exercise,exercises,fitbit,fitness,fitness gym,food delivery near me,gastric,glucose,glycogen,gym,gym near me,healthy,how to exercise,how to lose weight,hyperglycemia,hypertension,iPod,icd 10 codes,inactivity,insanity workout,insulin,insulin syringes,ipod reset,jogging,ketoacidosis,malnutrition,meals,my fitness pal,nutrition,obese,obesity,pizza delivery,polyphagia,pre workout,prediabetes,quinoa gluten free,sclerosis,signs of diabetes,slim,sugar level,symptoms of congestive heart failure,symptoms of diabetes,symptoms of high blood sugar,t25 schedule,trainer,type 2,type 2 diabetes,unhealthy,visceral,weighing,weight loss,wellness,workout,yoga
Kentucky,2015,6,95,52,92,95,30,0,0,37,56,65,97,89,93,61,63,76,77,82,71,62,91,70,66,41,15,70,90,85,93,63,47,33,77,80,65,60,37,76,86,95,68,85,66,61,64,52,82,71,55,81,55,65,74,73,74,88,72,58,43,80,67,0,85,93,62,65,77,80,91,71,92,75,79,74,70,71,98,30,94,45
Louisiana,2015,4,83,60,90,87,26,0,0,26,56,62,78,84,85,51,50,78,68,77,82,73,94,64,84,22,17,69,90,89,62,65,56,44,83,78,51,63,43,76,88,84,74,88,50,75,30,62,72,37,0,94,58,85,80,49,66,72,64,55,83,93,56,0,79,65,81,65,0,75,95,63,96,76,76,65,78,64,92,27,97,44
Maine,2015,5,89,82,87,66,46,0,0,63,53,45,86,86,91,80,75,62,93,61,42,67,87,67,36,0,0,82,94,97,85,60,52,13,64,81,60,73,18,86,82,70,57,84,89,73,31,62,70,0,0,73,44,100,85,80,59,100,75,52,92,53,87,0,87,77,55,49,0,79,0,0,84,83,83,81,83,64,70,44,75,72
Maryland,2015,100,76,64,90,78,52,49,50,55,43,58,84,91,96,54,63,82,65,59,53,61,78,87,49,50,21,92,100,96,86,74,84,48,64,87,63,88,67,79,91,68,56,94,71,56,62,57,71,70,49,75,54,75,69,75,72,72,100,61,69,55,93,66,94,78,64,45,0,69,39,82,93,83,75,78,82,76,77,36,85,63
Massachusetts,2015,15,76,43,81,82,56,57,60,54,49,53,93,79,86,66,67,61,55,47,33,48,75,65,34,39,22,75,91,92,84,81,77,38,67,78,67,95,69,77,84,67,56,72,63,52,45,41,69,46,40,69,42,70,61,65,72,70,74,63,72,64,59,69,93,57,56,31,0,61,35,52,88,69,67,84,79,60,70,30,82,84
Michigan,2015,5,84,64,79,76,49,51,59,62,62,58,90,75,80,59,65,56,64,64,50,57,78,66,48,61,16,61,84,81,77,79,57,50,63,73,61,58,66,78,78,76,54,77,72,55,38,50,65,58,51,97,47,61,68,62,67,77,69,59,70,72,71,54,87,80,62,49,40,70,50,84,84,78,76,82,80,63,77,29,82,56
Minnesota,2015,6,82,62,84,77,60,72,59,67,60,50,88,76,86,53,60,69,71,54,40,61,75,70,40,65,20,66,89,81,96,96,54,42,53,80,61,51,46,81,71,69,64,76,81,61,55,65,69,54,63,79,51,71,79,89,78,68,73,76,71,54,68,75,77,78,54,32,0,73,33,53,82,75,76,86,65,66,71,41,79,65
Mississippi,2015,3,99,79,89,79,30,0,0,0,46,56,81,93,95,64,73,91,78,89,70,80,100,87,100,0,11,100,98,90,62,50,44,25,87,94,83,54,25,69,100,92,60,98,57,79,40,56,84,0,0,90,72,88,76,45,56,93,83,38,78,70,40,0,100,97,73,69,0,82,77,65,89,100,100,78,73,100,100,26,90,32
Missouri,2015,6,85,61,90,81,46,42,42,37,46,58,90,84,89,55,78,62,73,73,53,62,82,71,53,54,12,72,85,83,81,68,57,51,70,83,66,63,53,75,84,71,65,79,59,57,46,59,75,39,51,87,62,80,83,69,78,78,74,64,78,65,54,34,88,77,71,52,63,85,70,47,82,85,83,87,82,61,83,29,88,47
Montana,2015,7,84,0,93,82,100,0,0,73,100,56,81,74,82,57,74,68,86,56,69,0,88,61,36,0,5,56,84,95,87,60,37,16,58,83,75,57,18,83,79,72,46,65,100,48,0,100,81,0,0,78,47,58,78,77,62,91,63,75,0,58,71,0,75,63,56,45,0,71,0,0,79,78,66,77,62,48,74,43,84,69
Nebraska,2015,5,86,71,82,85,36,0,0,48,52,67,97,78,87,55,72,47,72,62,48,65,84,62,45,55,17,67,89,87,94,70,52,31,57,75,59,56,28,80,76,79,48,75,83,51,60,86,63,34,0,80,49,74,83,100,100,79,69,71,68,99,69,0,85,62,73,33,0,71,0,0,91,79,76,74,83,68,84,36,97,50
Nevada,2015,2,70,57,76,84,43,0,0,46,63,74,78,76,81,54,51,65,69,62,42,63,78,65,32,77,48,51,79,73,56,84,82,47,56,68,55,85,70,74,81,77,46,62,63,45,47,52,59,39,0,70,54,66,64,40,63,73,60,81,48,93,72,0,64,69,64,35,0,73,33,77,100,73,68,90,74,51,74,36,88,53
New Hampshire,2015,7,87,27,86,74,47,0,0,40,56,47,85,79,79,50,46,49,79,57,39,43,85,75,40,0,7,75,90,96,97,73,81,19,59,75,47,79,34,91,87,62,54,69,95,61,38,45,60,0,0,62,39,56,85,92,65,67,84,51,0,54,83,0,93,66,51,47,0,62,0,0,91,67,68,77,43,59,71,38,87,81
New Jersey,2015,4,73,53,70,82,48,57,28,37,45,65,85,87,81,48,55,59,60,53,36,48,79,65,41,69,41,63,90,93,73,88,100,37,69,69,59,98,100,78,78,77,45,67,64,56,48,60,63,43,41,67,35,51,55,49,62,66,66,42,44,78,66,65,80,62,65,50,28,58,44,77,92,68,69,83,79,71,72,35,89,65
New Mexico,2015,5,83,65,97,73,57,0,0,39,59,76,77,75,95,62,67,49,74,65,44,52,84,72,35,0,38,77,94,98,60,73,71,23,70,80,75,80,37,73,83,70,63,79,87,57,29,69,77,0,0,67,65,62,71,59,63,67,77,51,47,99,89,0,84,71,61,41,0,80,0,0,89,79,85,90,96,61,75,52,93,70
New York,2015,6,72,48,73,79,45,48,58,41,45,61,86,75,75,50,47,53,59,50,36,46,75,55,44,44,44,66,81,83,58,80,85,36,63,64,51,92,75,73,74,72,40,68,61,49,36,56,57,34,37,70,38,50,55,47,59,65,61,42,51,72,73,69,79,56,68,48,25,60,34,60,89,61,58,78,79,59,69,27,83,70
North Carolina,2015,7,81,59,83,81,39,37,33,39,49,60,81,85,85,42,63,62,70,65,54,58,82,70,51,27,26,98,94,85,75,69,59,40,71,76,74,76,61,76,89,80,48,75,69,52,46,53,70,40,55,77,45,64,74,73,66,74,77,58,76,69,71,50,73,78,64,55,25,73,69,49,90,76,71,78,67,67,87,39,87,54
North Dakota,2015,3,87,0,74,91,27,0,0,0,67,79,92,78,94,0,76,100,100,65,46,0,87,100,43,0,0,65,90,93,100,63,43,22,87,98,44,51,56,99,85,84,69,75,86,27,0,96,71,0,0,85,53,70,100,68,93,72,72,74,0,88,84,0,80,100,58,36,0,100,0,0,90,84,68,81,73,93,89,100,100,46
Ohio,2015,6,85,67,87,81,42,69,39,42,48,64,92,85,86,60,70,59,69,68,54,71,86,73,50,33,9,67,90,92,93,73,51,38,64,83,61,56,45,82,85,77,64,83,82,56,56,60,78,44,59,78,55,74,76,76,80,78,72,55,74,81,64,55,88,80,63,47,42,73,59,81,92,80,71,83,77,62,80,35,88,56
Oklahoma,2015,3,84,41,88,93,32,0,0,37,49,70,100,77,82,65,70,61,64,72,55,50,87,55,41,0,80,53,89,81,73,66,85,46,74,67,55,90,66,78,75,75,55,75,48,43,36,69,72,58,0,84,54,47,73,56,80,76,56,71,61,100,69,0,75,78,75,48,0,73,75,69,94,70,67,80,70,61,86,34,98,48
Oregon,2015,4,61,52,68,51,65,54,100,68,49,39,65,56,69,43,40,46,48,47,35,40,67,59,24,59,100,50,68,62,54,57,42,26,42,55,48,50,38,60,62,45,44,52,57,35,27,35,52,37,42,67,35,48,54,50,49,64,56,58,45,34,49,44,58,48,47,30,0,47,27,24,65,57,56,64,54,50,53,33,54,56
Pennsylvania,2015,8,86,57,85,83,52,40,35,45,54,64,93,86,87,61,66,71,69,62,46,60,81,70,45,38,20,64,93,95,78,79,65,35,71,81,61,76,76,82,82,78,55,84,73,60,48,63,75,52,51,70,45,65,70,74,69,72,70,57,71,75,70,69,90,80,60,43,42,74,54,100,93,75,71,79,70,60,77,33,87,63
Rhode Island,2015,11,79,72,76,76,46,0,0,40,51,62,90,83,86,70,68,44,68,53,44,40,80,79,33,0,23,58,93,96,67,89,97,51,66,85,62,91,65,79,80,74,53,70,78,53,50,59,64,0,0,66,36,69,62,60,70,68,93,71,0,60,71,0,74,66,58,36,0,76,0,0,96,71,64,76,77,70,78,31,85,84
South Carolina,2015,3,83,46,84,80,33,51,0,38,53,56,77,77,82,51,54,59,65,67,62,66,82,56,62,0,25,72,84,81,62,59,57,43,61,72,64,68,57,73,78,83,47,71,65,51,37,50,68,100,61,77,52,49,76,50,55,78,62,70,55,57,54,0,72,86,67,43,0,86,74,52,86,75,74,66,62,57,83,43,81,42
South Dakota,2015,5,98,0,93,100,56,0,0,56,60,56,86,86,100,100,74,99,75,68,58,100,91,88,42,0,4,77,93,92,95,62,56,14,67,100,67,49,29,86,79,94,100,85,97,59,0,72,96,0,0,79,100,89,92,62,87,59,89,52,0,80,62,0,89,99,59,42,0,97,0,0,87,91,74,87,82,74,83,75,93,46
Tennessee,2015,5,100,49,97,93,42,45,34,32,46,60,89,89,91,67,73,72,73,74,67,66,91,65,60,23,16,76,86,86,73,62,52,40,79,76,57,63,35,73,76,86,64,92,61,79,36,57,81,74,57,94,61,70,80,63,72,80,68,64,91,86,74,62,86,88,68,59,55,85,85,49,93,75,72,70,77,55,98,32,93,46
Texas,2015,3,76,53,77,79,33,37,35,39,44,64,78,78,84,45,52,66,64,62,53,54,78,56,44,32,86,79,76,76,63,77,69,100,71,69,53,77,61,70,79,80,53,68,48,44,39,63,60,55,37,78,45,51,69,50,66,71,56,65,65,90,69,38,67,75,80,52,31,67,61,48,90,69,65,71,65,65,80,26,89,44
Utah,2015,5,73,93,90,89,70,100,68,74,73,69,95,72,89,46,59,53,79,52,49,53,81,79,29,64,24,56,97,84,82,84,66,37,60,79,74,76,47,80,89,68,45,64,98,51,37,70,66,0,100,88,43,72,82,81,80,76,69,57,96,89,68,0,72,87,59,43,0,96,43,86,89,77,83,89,80,55,74,32,89,60
Vermont,2015,8,77,0,68,82,69,0,0,65,72,49,84,69,76,0,55,44,66,45,0,0,81,77,30,0,8,60,95,98,87,71,78,16,39,84,79,71,44,100,76,60,48,75,94,39,0,49,65,0,0,74,49,77,80,54,62,67,79,48,0,48,37,0,77,0,46,0,0,80,0,0,79,72,57,95,93,57,63,45,76,100
Virginia,2015,8,57,47,61,57,35,35,25,26,35,48,57,55,60,36,37,51,45,40,30,38,59,46,31,24,71,46,75,66,51,49,51,34,43,50,36,69,47,52,85,54,30,53,45,28,37,38,42,26,29,64,30,63,45,42,46,49,46,45,51,45,49,38,50,46,54,41,17,50,30,60,63,48,42,60,50,49,54,21,63,45
Washington,2015,5,74,51,86,75,82,97,75,69,57,61,88,71,78,50,52,45,66,49,43,42,81,62,30,85,20,54,82,77,77,80,66,32,49,72,57,73,46,73,73,62,45,62,63,39,36,50,61,45,43,83,36,61,66,58,65,72,60,79,37,69,65,99,69,61,57,38,28,67,45,46,83,73,65,81,78,57,75,33,80,75
West Virginia,2015,5,97,55,100,93,32,0,0,0,57,66,89,100,99,65,62,72,80,100,71,79,97,77,71,0,2,82,96,93,75,53,35,21,100,90,56,51,22,73,95,100,81,100,81,100,40,54,100,0,0,73,59,67,78,68,67,97,87,38,100,79,51,0,100,74,68,100,0,84,35,0,87,91,86,87,83,66,99,30,96,42
Wisconsin,2015,6,82,63,84,78,52,46,55,51,59,52,90,78,82,57,64,63,72,59,42,58,80,70,47,55,17,64,88,85,100,71,40,32,52,77,58,53,33,82,83,72,56,73,82,50,50,58,68,32,59,80,51,80,76,90,74,72,72,65,58,61,57,60,86,83,53,37,23,73,44,84,84,76,69,90,76,75,73,41,82,57
Wyoming,2015,2,82,0,93,98,53,0,0,50,80,61,83,64,80,0,0,74,73,65,0,0,89,84,38,0,16,60,93,93,90,52,42,17,68,66,27,71,16,78,87,79,63,61,81,54,0,52,73,0,0,70,32,71,97,72,66,66,83,56,0,70,54,0,86,0,54,0,0,75,0,0,88,66,62,77,78,60,89,41,93,60
Alabama,2016,6,83,55,99,79,30,0,0,33,51,64,86,97,87,64,69,77,82,81,86,100,92,67,71,0,16,73,90,84,77,50,49,38,93,78,61,55,43,72,97,87,73,73,54,69,71,52,78,83,64,78,94,55,75,70,70,72,67,45,80,73,43,0,88,74,72,72,69,58,100,0,85,85,86,71,75,71,92,39,91,30
Alaska,2016,4,76,0,92,72,47,0,0,95,82,75,78,78,89,0,46,53,84,49,0,0,85,65,30,0,9,65,83,93,73,47,38,36,67,73,48,80,26,81,86,77,57,74,68,49,0,72,57,0,0,55,61,46,70,47,53,81,83,94,0,61,100,0,62,0,56,0,0,75,0,0,97,89,85,84,60,61,70,35,93,69
Arizona,2016,5,76,45,85,81,49,65,44,70,61,79,85,85,92,67,74,72,81,66,60,58,88,68,33,77,45,74,84,85,69,100,86,68,63,84,57,66,66,84,79,74,66,77,64,67,64,57,73,89,62,55,78,61,68,64,78,74,81,82,70,96,67,90,75,62,56,49,62,59,54,51,92,82,80,77,87,81,83,39,95,56
Arkansas,2016,4,80,58,89,75,29,0,0,35,52,59,82,90,86,47,99,72,82,81,97,84,91,82,59,0,57,77,82,79,71,59,56,28,86,85,67,52,33,76,81,90,55,64,49,57,59,72,71,84,0,66,93,72,80,55,64,94,80,50,46,76,40,0,80,66,100,76,0,69,100,0,87,90,82,75,61,90,82,31,86,31
California,2016,6,62,50,76,76,56,50,50,66,58,71,83,79,81,45,62,62,69,51,44,43,74,61,31,87,53,60,81,79,61,86,82,43,50,76,57,82,69,82,82,73,57,58,60,43,68,60,58,57,48,56,48,50,56,45,66,69,77,60,47,90,66,61,63,51,61,52,33,48,41,48,96,72,69,86,79,75,62,33,89,62
Colorado,2016,6,66,48,88,83,68,100,71,93,72,62,81,74,75,64,63,55,72,46,43,53,78,56,19,80,34,60,79,88,75,74,69,95,53,73,61,70,56,83,71,61,49,63,57,66,57,58,62,69,68,56,54,50,72,69,71,66,64,100,44,75,67,100,74,60,56,42,0,52,50,48,91,71,66,74,66,65,65,46,90,81
Connecticut,2016,10,78,52,92,83,47,44,27,42,53,65,87,92,88,48,70,79,74,57,44,54,83,70,37,40,32,74,90,97,79,82,82,51,64,84,64,77,61,86,85,77,73,70,64,72,66,59,71,0,51,56,69,51,59,67,61,85,90,74,51,67,61,73,86,60,57,49,0,51,53,77,92,75,71,91,84,77,72,40,86,65
Delaware,2016,8,78,58,89,76,51,0,0,48,57,63,86,84,90,78,88,73,85,70,62,0,83,81,56,0,35,70,99,98,84,65,76,60,78,86,100,70,64,78,92,73,84,71,63,78,0,59,71,0,0,50,84,43,71,71,71,82,90,62,0,66,64,0,82,69,62,53,0,68,0,0,100,75,87,88,83,84,82,31,85,48
District of Columbia,2016,35,66,44,81,77,57,0,46,54,47,67,100,77,78,50,46,48,72,49,43,53,70,66,34,44,32,57,82,83,70,74,82,66,52,61,47,99,72,82,69,63,48,63,39,35,79,53,55,0,0,56,55,57,66,44,74,65,74,75,48,79,56,0,69,62,59,48,0,56,45,54,83,56,58,83,85,53,66,40,91,67
Florida,2016,4,76,54,80,72,33,42,26,59,57,71,76,84,81,58,68,83,65,60,53,58,82,64,37,52,100,72,83,83,58,75,76,80,62,73,53,72,82,77,84,69,59,69,49,61,58,48,64,85,39,60,63,49,64,45,63,70,65,88,77,76,48,48,72,54,61,50,42,44,54,50,92,71,65,67,68,67,72,34,84,47
Georgia,2016,5,74,52,83,77,33,45,20,38,51,66,83,86,81,47,65,70,74,66,65,58,82,58,55,36,45,80,83,80,78,72,67,79,65,71,51,68,77,75,89,81,57,68,54,46,70,48,64,73,50,77,67,51,75,52,66,71,67,66,56,75,59,39,74,69,69,56,60,59,73,60,95,73,71,72,71,82,86,33,93,40
Hawaii,2016,5,62,50,94,84,45,0,0,54,51,96,72,85,90,43,75,68,78,46,41,36,81,60,20,0,8,68,95,94,57,64,90,34,46,81,77,100,46,82,91,76,68,58,56,49,94,65,62,0,0,73,40,69,64,53,58,69,82,61,0,94,68,0,54,67,53,42,0,57,0,0,96,74,63,85,84,73,59,26,100,82
Idaho,2016,2,72,87,89,80,62,0,0,100,93,100,87,77,87,54,64,88,88,55,50,61,85,94,27,100,17,64,90,81,78,46,53,34,65,79,76,73,39,84,82,71,49,58,81,51,93,72,76,0,0,59,72,69,81,78,69,80,90,62,29,91,68,0,86,59,50,39,0,64,0,0,91,90,82,91,62,83,73,41,90,47
Illinois,2016,5,71,53,81,84,39,44,42,54,50,68,93,85,80,49,64,63,70,55,47,56,76,64,42,44,37,58,82,85,82,79,59,57,52,74,47,67,66,78,77,74,61,63,56,43,65,56,62,45,49,95,59,50,63,65,75,73,71,60,51,82,45,57,77,65,62,49,45,57,59,55,86,70,66,77,88,68,71,33,93,52
Indiana,2016,5,78,76,85,78,39,35,13,41,53,65,88,89,91,69,86,78,87,71,63,67,83,82,48,42,20,79,90,86,87,63,44,59,56,91,70,53,39,84,96,79,72,72,68,60,74,61,87,75,70,71,80,66,76,74,75,90,78,68,74,75,44,0,81,76,58,71,100,66,68,81,87,83,81,90,77,79,73,32,85,40
Iowa,2016,5,73,71,78,84,43,0,26,56,66,77,92,79,91,56,82,73,71,61,59,71,80,88,44,0,18,81,92,83,96,58,42,40,70,86,74,54,30,85,91,74,70,67,77,47,55,50,71,0,81,62,73,76,88,84,80,83,85,77,76,88,44,0,77,80,51,44,0,62,53,68,90,82,80,82,87,77,68,37,93,43
Kansas,2016,5,77,60,80,88,40,0,0,64,48,70,79,88,83,61,86,62,74,63,35,68,80,70,39,65,41,62,84,79,78,53,42,45,66,76,62,59,39,76,84,69,57,60,62,58,56,77,71,0,0,60,67,60,84,73,73,69,70,59,55,81,39,0,70,77,68,47,0,53,69,0,89,80,72,70,59,86,72,29,90,42
Kentucky,2016,5,86,61,96,89,39,0,0,30,56,65,94,88,90,77,79,87,84,84,73,93,93,73,58,28,14,71,88,83,98,52,39,49,90,85,61,54,33,79,92,95,69,77,64,75,72,52,83,78,75,62,89,62,76,64,75,83,88,53,47,86,45,0,87,86,61,60,93,71,98,85,94,80,85,73,71,86,91,29,94,40
Louisiana,2016,4,76,51,87,85,31,0,0,35,60,71,76,85,81,49,64,77,68,74,80,64,91,65,80,38,18,68,85,83,67,58,55,59,91,75,50,59,51,77,97,89,73,76,48,79,58,50,70,74,0,83,74,52,78,38,64,81,79,55,70,81,42,0,72,73,86,63,0,52,81,63,89,72,69,77,74,79,83,28,95,36
Maine,2016,6,82,60,87,77,56,0,0,68,56,50,88,83,94,72,67,75,79,67,63,60,87,80,29,0,0,78,91,93,96,57,52,25,62,80,71,64,41,86,88,68,60,74,82,71,98,33,77,0,0,50,80,64,81,84,58,86,83,49,58,55,57,0,79,80,51,59,0,68,0,0,87,78,75,97,91,94,66,48,78,67
Maryland,2016,100,72,58,85,70,47,55,33,47,51,60,81,87,93,57,77,60,75,59,47,62,77,86,49,31,31,85,94,93,78,66,85,80,68,85,55,87,88,81,89,72,67,72,62,53,79,61,72,60,56,56,68,66,66,60,66,72,93,69,61,59,72,50,85,55,63,51,0,58,42,61,89,79,75,78,77,73,73,37,86,53
Massachusetts,2016,15,69,44,81,82,59,55,33,60,50,63,91,85,86,58,68,65,64,50,36,50,77,64,35,47,30,71,91,93,85,76,78,54,69,79,71,86,73,83,77,69,69,65,61,54,57,54,71,50,44,56,64,58,60,68,69,72,83,67,73,68,49,61,90,53,55,38,0,47,42,60,90,69,65,81,80,80,69,33,89,77
Michigan,2016,6,80,52,83,78,40,51,33,59,62,65,92,82,83,58,67,72,77,65,55,72,82,71,45,56,16,65,83,84,85,74,54,59,63,79,62,57,59,81,83,80,63,70,65,56,72,60,71,55,68,100,72,53,65,73,71,73,72,61,63,74,42,57,84,66,61,53,51,58,58,98,87,79,73,80,81,78,73,32,88,53
Minnesota,2016,8,73,53,81,77,55,48,42,67,60,58,91,75,87,60,73,73,79,55,36,64,75,72,31,69,17,62,88,81,93,87,54,57,57,82,56,49,40,83,76,68,71,68,72,70,79,52,72,60,74,65,69,57,79,86,80,71,82,80,47,57,67,69,76,68,52,43,0,58,47,85,84,83,85,79,85,64,64,42,83,58
Mississippi,2016,4,83,68,83,88,22,0,0,0,54,61,78,98,100,72,81,88,92,94,100,100,100,80,100,0,14,100,90,87,74,44,36,32,100,99,57,49,38,74,100,96,94,100,51,75,53,37,80,0,0,78,99,71,78,52,56,87,100,40,87,70,36,0,90,81,77,72,0,84,79,69,88,100,84,81,85,98,100,28,93,26
Missouri,2016,7,81,63,90,77,41,40,20,32,56,62,88,87,89,69,90,65,79,70,64,69,84,71,47,48,15,71,83,83,85,60,70,63,72,86,70,68,51,80,79,75,71,76,53,61,74,52,79,65,47,72,77,67,81,74,79,85,73,66,77,69,55,39,79,76,66,55,44,61,73,53,89,81,80,84,85,78,74,31,86,44
Montana,2016,6,77,0,71,91,55,0,0,91,84,61,85,77,89,63,92,39,78,58,48,0,88,84,29,0,8,53,86,98,83,56,46,28,53,78,57,53,12,83,76,66,65,69,87,48,0,100,71,0,0,70,66,47,75,92,66,80,75,77,0,65,55,0,78,72,52,40,0,66,0,0,83,89,100,70,80,65,68,35,92,63
Nebraska,2016,6,78,50,85,86,48,0,0,49,55,75,96,80,87,59,60,72,87,61,46,51,81,74,40,50,24,75,87,81,91,67,51,43,54,77,53,57,23,84,75,74,69,69,72,46,81,67,72,62,0,68,84,46,80,90,100,77,81,67,67,98,51,0,72,89,61,40,0,58,0,0,96,73,72,82,76,70,69,35,100,43
Nevada,2016,3,65,60,74,76,30,0,0,65,58,79,75,76,80,41,52,54,72,63,47,51,77,60,30,39,47,57,70,72,53,75,71,68,62,68,49,75,67,77,70,71,58,59,52,39,56,73,55,69,0,50,66,49,58,43,66,66,59,88,50,98,56,0,66,68,59,55,0,59,56,79,95,70,63,67,71,59,66,38,85,48
New Hampshire,2016,7,82,45,82,82,56,0,0,55,65,59,86,84,88,65,85,81,69,59,58,50,88,73,37,0,8,62,90,94,99,64,57,41,64,73,74,73,50,95,77,74,65,63,84,43,79,43,62,0,0,56,59,49,77,86,64,67,83,59,0,59,41,0,77,48,50,64,0,59,0,0,95,74,79,86,85,66,65,36,93,72
New Jersey,2016,4,68,46,78,81,42,54,27,39,47,73,89,93,85,47,70,70,63,55,45,62,80,62,40,44,53,63,88,94,76,86,100,53,71,74,53,94,100,84,84,81,53,60,57,61,65,54,62,57,40,53,58,47,53,44,62,68,72,42,57,78,50,50,80,55,61,55,40,46,56,68,95,69,71,84,71,78,70,37,92,59
New Mexico,2016,7,78,58,98,75,46,0,0,52,71,77,74,72,94,59,76,68,83,69,62,70,83,73,32,0,66,69,87,91,58,75,72,35,73,73,68,76,47,72,84,85,48,73,72,64,58,70,65,0,0,48,87,47,65,54,60,73,75,55,96,97,56,0,84,60,55,61,0,66,0,0,99,79,85,74,71,82,74,60,92,59
New York,2016,7,68,41,83,86,55,43,39,52,52,70,90,85,82,56,68,70,71,51,43,48,77,62,56,74,54,67,84,88,62,77,93,40,68,71,53,93,71,87,81,73,59,63,61,57,62,68,61,47,45,68,51,49,56,49,62,67,75,41,51,73,57,71,85,52,67,52,39,50,41,57,98,65,66,82,79,79,68,31,92,67
North Carolina,2016,8,76,52,79,80,39,45,21,41,54,63,80,83,85,48,72,62,75,66,58,57,80,67,49,42,31,94,89,83,77,66,66,60,73,79,64,75,65,80,87,79,60,68,60,48,73,54,68,70,57,60,63,54,74,70,68,77,79,66,54,69,57,57,73,67,62,59,68,56,67,59,89,77,74,80,73,75,81,42,92,49
North Dakota,2016,5,84,0,80,70,43,0,0,0,61,82,93,86,88,0,100,100,95,58,63,0,83,99,43,0,0,69,100,89,94,57,32,41,74,99,59,54,20,89,90,94,83,69,71,40,0,77,78,0,0,65,67,78,100,89,94,87,97,91,0,93,44,0,68,91,53,52,0,52,0,0,83,73,81,72,76,75,85,100,98,42
Ohio,2016,6,80,50,88,79,40,49,18,40,54,71,93,88,85,74,75,75,79,65,68,76,81,76,45,27,12,61,85,87,92,68,50,62,66,83,62,53,48,85,81,80,75,73,68,54,67,54,74,55,64,72,76,61,77,68,80,85,72,63,67,83,44,39,81,74,62,57,59,59,70,98,92,78,76,77,78,69,77,35,89,46
Oklahoma,2016,4,80,47,85,86,33,0,0,32,58,74,85,83,88,73,70,97,81,78,76,74,91,75,47,0,31,59,82,78,77,47,74,49,76,82,63,93,50,77,89,82,76,71,51,61,100,73,77,77,0,62,88,53,81,63,80,87,71,60,55,92,51,0,79,66,76,59,0,58,75,58,91,74,76,74,70,92,80,38,95,37
Oregon,2016,6,67,50,88,68,76,86,100,98,58,56,78,75,82,47,70,65,67,58,47,60,83,75,29,100,30,57,88,78,66,72,60,47,51,78,50,64,43,77,73,59,65,59,100,36,84,45,64,46,65,62,58,50,63,66,63,71,87,79,41,51,53,90,77,53,55,40,0,44,42,67,88,73,70,78,78,62,64,48,73,66
Pennsylvania,2016,9,79,54,84,81,42,49,27,44,54,71,89,89,87,70,73,73,79,64,50,69,80,74,46,41,19,62,90,97,83,74,71,49,75,86,61,74,66,81,84,77,75,75,67,64,72,61,74,61,61,55,76,56,70,67,68,75,77,59,60,74,46,51,88,73,58,50,72,58,53,100,93,73,73,78,84,79,73,36,90,53
Rhode Island,2016,14,74,57,88,80,49,0,0,55,51,72,87,83,84,47,71,68,63,52,34,49,78,70,34,0,32,57,89,97,73,87,96,64,66,84,66,78,49,86,92,69,61,61,68,53,88,38,66,0,0,50,58,47,59,66,67,90,89,70,0,58,43,0,88,45,55,55,0,47,0,0,88,76,71,100,94,81,68,31,87,73
South Carolina,2016,5,75,57,77,73,31,45,0,40,53,59,73,88,82,55,69,66,78,70,78,63,83,63,61,0,20,72,87,82,75,61,69,60,63,81,58,69,64,82,91,82,68,68,61,45,63,54,72,75,62,64,60,49,76,54,59,81,77,77,53,62,43,0,72,68,67,60,0,61,81,54,84,81,72,70,76,73,80,50,86,41
South Dakota,2016,3,90,0,96,100,47,0,0,71,74,65,84,76,99,100,75,91,92,72,65,83,82,100,39,0,12,76,97,86,90,51,35,32,61,96,63,46,14,83,100,93,100,85,81,44,0,71,85,0,0,78,84,100,88,100,84,52,99,62,0,81,43,0,94,61,49,51,0,52,0,0,91,82,76,73,84,92,67,80,95,38
Tennessee,2016,6,87,52,90,82,39,32,12,32,50,66,84,93,89,71,60,73,77,76,76,76,90,61,54,30,18,70,81,81,79,52,49,52,78,76,48,63,47,74,82,81,76,76,58,100,63,56,78,100,60,78,85,57,78,62,69,82,74,72,74,74,39,48,85,72,67,69,80,58,86,35,88,75,73,70,72,74,88,34,92,41
Texas,2016,4,71,49,77,86,30,35,24,44,46,70,81,82,83,50,61,72,71,63,57,52,80,60,41,32,84,85,80,76,68,74,77,100,75,72,56,82,74,76,83,82,60,63,44,49,55,66,63,74,45,62,62,49,71,52,70,69,65,61,61,100,51,35,65,60,79,62,39,54,61,49,92,70,67,68,73,73,75,27,98,41
Utah,2016,6,67,100,95,91,67,60,42,89,81,73,88,70,84,50,69,61,100,51,39,55,80,73,27,80,32,60,95,82,79,78,62,61,62,74,64,79,48,84,94,72,64,59,85,51,82,76,66,0,100,63,55,50,77,93,82,79,83,60,64,92,65,0,79,100,52,48,0,66,59,76,98,83,72,83,79,78,64,33,95,55
