geoName,year,NIH,abdominal,aerobic exercise,apnea,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,calories,cholesterol,diabetes,diabetes insipidus,diabetes insulin,diabetes mellitus,diabetes symptoms,diabetic,diabetic diet,diabetic ketoacidosis,diet,dietary,dresses plus size,e-bike,ejercicios,endocrine,exercise,exercises,fitbit,fitness,fitness gym,food delivery near me,gastric,glucose,glycogen,gym,gym near me,healthy,how to exercise,how to lose weight,hyperglycemia,hypertension,iPod,icd 10 codes,inactivity,insanity workout,insulin,insulin syringes,ipod reset,jogging,ketoacidosis,malnutrition,meals,my fitness pal,nutrition,obese,obesity,pizza delivery,polyphagia,pre workout,prediabetes,quinoa gluten free,sclerosis,signs of diabetes,slim,sugar level,symptoms of congestive heart failure,symptoms of diabetes,symptoms of high blood sugar,t25 schedule,trainer,type 2,type 2 diabetes,unhealthy,visceral,weighing,weight loss,wellness,workout,yoga
Hawaii,2009,5,63,38,51,47,45,0,0,37,46,91,68,68,75,40,35,27,55,46,38,80,68,66,23,0,1,54,81,88,0,68,71,0,40,61,10,56,0,85,78,65,31,63,96,0,0,94,42,0,0,100,58,25,60,0,59,56,73,57,0,45,38,0,46,32,82,45,0,31,0,0,95,71,58,66,44,35,58,26,89,91
Idaho,2009,3,76,35,70,51,100,0,0,76,89,100,85,72,83,50,55,33,76,73,45,37,85,70,46,0,1,60,80,89,16,48,52,0,51,72,48,76,0,86,52,66,77,57,81,0,100,28,80,0,0,73,100,49,86,0,73,73,63,36,83,46,0,0,68,64,69,80,0,39,0,0,91,87,84,48,56,30,77,39,83,45
Illinois,2009,6,80,28,64,64,50,40,62,41,45,57,93,82,74,37,35,23,69,60,47,20,72,61,50,19,4,56,76,85,11,82,64,0,44,70,32,67,8,81,71,71,49,64,79,7,32,48,55,22,68,54,51,54,63,21,79,72,64,62,27,41,19,16,68,39,70,54,47,55,23,0,80,64,65,60,87,40,71,42,86,61
Indiana,2009,7,78,43,68,67,39,52,29,50,46,61,90,83,90,35,50,27,86,81,63,42,80,70,60,0,3,79,84,86,12,63,50,0,54,88,55,51,16,92,78,75,58,84,80,7,50,50,84,34,52,50,51,78,75,27,77,95,85,54,32,26,18,0,74,56,71,87,45,62,32,0,87,81,88,70,71,50,74,39,85,40
Iowa,2009,8,89,56,77,49,33,0,43,33,42,51,98,75,84,32,44,28,82,63,42,29,74,68,53,0,2,67,83,85,12,63,40,0,49,82,27,49,36,100,67,64,76,73,75,0,19,56,66,0,47,49,73,48,88,36,81,60,79,41,36,53,31,0,77,57,65,91,0,100,87,0,81,62,84,50,52,54,76,45,79,38
Kansas,2009,5,88,44,75,62,62,0,0,21,41,68,89,77,72,56,37,29,73,67,54,34,81,66,59,0,1,46,78,88,20,55,46,0,44,59,45,51,0,86,76,72,65,51,80,0,27,49,58,0,0,62,67,63,91,0,76,80,66,50,34,52,55,0,58,48,80,69,0,45,52,0,97,66,54,46,54,28,87,37,91,33
Kentucky,2009,6,91,44,86,71,45,0,0,29,50,53,86,80,88,44,48,27,97,79,70,24,84,76,78,0,3,61,79,91,8,47,40,0,63,69,39,47,0,87,86,95,35,77,73,15,23,47,70,78,64,44,55,49,74,34,72,69,80,62,52,39,47,0,90,39,69,62,88,59,54,0,93,67,79,61,69,33,90,32,84,38
Louisiana,2009,6,88,42,63,70,43,0,0,28,50,79,79,80,77,55,49,35,71,82,84,31,94,59,98,52,2,72,79,88,0,57,39,0,65,66,34,49,0,77,98,90,58,79,71,18,23,54,70,59,0,53,30,57,71,32,62,73,66,43,63,37,45,0,67,52,98,73,0,57,26,0,83,64,61,63,61,40,91,32,99,35
Maine,2009,5,88,40,53,54,55,0,0,48,53,50,82,72,81,47,24,23,53,58,38,38,78,63,41,0,0,72,67,81,0,57,75,0,44,77,15,68,47,87,70,55,66,62,83,0,25,37,47,0,0,45,45,100,80,48,60,69,58,37,47,31,67,0,68,34,66,36,0,36,0,0,86,73,84,84,52,30,60,34,71,64
Maryland,2009,100,82,35,82,66,48,53,42,31,45,58,88,91,83,56,51,33,70,58,45,30,77,73,59,29,2,86,85,88,10,66,94,0,53,73,55,92,12,85,68,66,55,84,78,10,25,46,64,44,69,56,53,76,70,47,72,70,75,74,29,22,15,81,77,34,72,56,0,57,33,0,83,75,68,54,57,41,73,43,76,65
Massachusetts,2009,15,79,29,63,57,62,45,29,50,47,59,93,78,78,46,47,17,61,50,27,14,69,49,43,30,2,75,76,83,15,71,100,0,53,64,46,98,12,77,58,59,43,64,80,3,36,30,58,29,71,55,40,57,62,20,68,68,59,71,22,33,19,35,73,33,69,55,0,53,11,0,78,65,55,54,75,40,63,34,76,100
Michigan,2009,7,81,55,68,67,47,53,31,38,48,62,86,78,73,54,37,22,69,67,61,25,76,74,50,21,3,63,82,87,8,63,58,0,50,69,52,56,9,84,73,72,54,71,88,4,32,45,65,24,78,49,52,68,72,18,70,76,71,53,29,39,22,20,74,53,74,55,59,56,31,0,82,68,60,64,70,48,77,32,80,51
Minnesota,2009,7,75,37,69,58,55,55,61,41,45,47,92,77,84,41,42,32,79,63,42,35,73,69,40,25,2,62,84,80,16,100,43,0,66,77,34,49,0,85,69,63,59,71,78,11,33,48,65,43,72,55,62,45,83,52,83,62,67,67,41,27,41,72,73,46,75,53,0,61,50,0,81,81,71,60,54,38,69,49,73,62
Mississippi,2009,4,68,25,54,94,37,0,0,0,46,77,76,92,78,31,22,42,85,95,83,44,94,61,100,0,4,87,88,95,22,62,54,0,48,73,24,53,0,82,84,100,65,70,76,0,70,54,53,0,0,62,41,44,69,44,60,85,83,57,44,38,38,0,66,51,100,100,0,79,80,0,86,77,71,49,73,41,95,33,96,31
Missouri,2009,6,80,35,77,69,39,58,32,28,46,68,90,83,83,63,42,31,79,72,61,30,82,61,63,22,1,64,79,85,5,66,67,0,48,67,48,63,9,85,74,72,73,80,78,10,30,44,71,58,59,52,53,55,79,30,74,80,69,54,21,35,18,27,74,55,80,50,60,68,50,0,90,75,67,58,67,47,79,32,89,46
Montana,2009,6,63,0,76,50,63,0,0,92,100,61,89,82,64,59,36,39,45,55,41,0,88,45,62,0,1,38,77,90,100,47,45,0,53,56,21,55,0,86,43,49,44,74,78,0,0,100,52,0,0,49,71,89,65,0,55,56,55,45,0,44,85,0,59,58,58,57,0,42,0,0,95,65,32,40,66,35,74,38,81,61
Nebraska,2009,7,79,46,63,70,27,0,0,38,33,65,100,79,87,73,59,34,94,75,50,81,82,84,59,0,3,77,89,84,28,74,54,100,48,63,53,55,0,96,53,76,100,79,84,18,21,73,68,57,0,50,63,77,83,41,100,75,67,60,81,65,35,0,66,71,75,52,0,68,0,0,97,83,69,62,59,61,87,46,91,36
Nevada,2009,2,61,19,59,63,40,0,0,55,49,85,76,66,73,35,39,27,68,57,38,28,82,49,32,100,3,52,73,72,10,67,66,0,54,51,26,88,0,75,74,87,45,63,80,12,29,45,50,76,0,35,45,39,64,27,62,61,51,93,40,47,23,0,58,27,90,58,0,45,33,0,100,72,69,69,51,29,83,33,86,58
New Hampshire,2009,8,82,40,62,45,59,0,0,43,49,48,81,80,68,61,85,18,81,52,36,37,75,63,43,0,2,78,84,85,12,65,69,0,46,66,36,87,0,97,88,57,54,54,85,0,37,78,71,0,0,51,25,68,80,80,65,71,66,52,0,31,0,0,67,41,54,48,0,42,0,0,80,66,59,77,78,44,64,41,87,88
New Jersey,2009,5,78,42,58,63,49,47,34,30,49,74,81,77,74,30,34,26,67,56,41,25,73,54,51,19,5,60,74,84,12,75,99,0,45,64,39,93,18,77,77,79,44,60,93,2,47,43,50,37,73,47,42,47,60,9,60,63,54,59,36,37,27,24,64,35,77,65,24,43,21,0,87,60,57,61,55,38,71,37,88,63
New Mexico,2009,11,78,63,79,69,75,0,0,47,75,82,73,78,100,50,49,49,89,75,53,52,81,52,37,0,3,69,80,91,14,63,65,0,60,80,73,67,0,76,63,76,69,84,81,49,30,50,75,0,0,50,87,68,76,76,60,59,76,44,56,74,0,0,77,41,72,50,0,70,0,0,73,73,80,37,74,26,74,93,82,66
New York,2009,8,72,35,57,60,52,52,71,31,38,64,91,76,73,35,33,24,59,49,35,20,72,54,51,26,4,65,72,77,11,63,93,11,47,61,36,93,13,82,72,72,47,64,88,5,33,41,50,31,67,49,37,47,56,14,59,67,62,47,25,43,22,38,64,36,80,64,15,43,18,0,78,63,55,63,67,38,63,32,79,94
North Carolina,2009,10,83,36,68,61,39,70,9,32,47,68,79,83,81,40,43,22,84,68,57,24,82,59,63,35,2,80,82,90,4,65,66,0,61,68,37,75,7,83,75,84,54,73,78,9,38,48,62,33,67,49,40,65,80,17,69,70,79,57,36,32,26,0,72,47,80,70,49,56,38,0,83,69,72,59,56,41,87,47,85,54
North Dakota,2009,5,83,0,53,64,44,0,0,0,51,73,88,100,91,0,100,35,79,60,47,0,81,93,54,0,0,100,100,86,0,55,33,0,100,73,100,45,0,90,86,75,91,95,72,100,0,0,67,0,0,58,61,78,80,0,83,72,76,46,0,0,0,0,77,100,68,66,0,32,0,0,70,91,100,83,77,55,79,73,82,31
Ohio,2009,6,84,44,68,57,45,54,41,32,42,75,87,76,78,43,43,25,76,72,59,27,80,67,63,46,1,66,77,87,8,59,52,0,50,69,37,52,6,88,79,79,63,71,81,7,40,57,61,35,59,46,51,48,73,13,77,70,63,45,31,38,16,14,75,50,73,78,39,61,46,0,88,70,60,54,69,44,78,37,86,42
Oklahoma,2009,4,88,40,67,100,36,0,0,28,51,74,88,67,76,41,48,35,73,86,90,27,87,69,56,0,2,59,77,81,7,53,59,0,59,64,58,57,0,84,70,86,59,56,73,11,13,43,61,72,0,52,70,46,78,52,73,62,62,52,59,49,33,0,67,30,83,85,0,35,41,0,96,79,69,57,62,38,86,28,96,32
Oregon,2009,6,66,47,63,42,74,94,100,100,65,54,90,78,76,41,32,23,74,65,48,24,79,61,40,56,2,52,77,73,4,80,51,0,46,67,28,58,15,86,62,57,53,59,78,13,20,30,54,28,69,64,47,47,64,31,67,70,69,73,50,31,56,47,72,49,74,66,0,50,46,0,88,71,73,63,71,48,70,52,66,82
Pennsylvania,2009,10,88,45,71,64,41,46,36,42,53,67,89,77,83,48,39,25,75,63,41,31,77,69,53,37,1,68,84,94,10,67,82,12,61,75,51,78,5,82,78,77,68,77,84,7,28,46,66,33,63,48,59,53,70,22,68,73,70,55,35,41,32,23,79,43,73,65,37,56,25,0,82,75,62,60,60,42,73,39,86,56
Rhode Island,2009,11,77,14,57,54,74,0,0,28,57,71,94,80,74,39,28,15,69,44,43,26,75,68,35,0,3,68,78,86,12,65,91,0,42,56,16,97,0,74,81,79,56,60,83,21,90,66,46,0,0,54,35,33,64,100,70,100,63,93,0,43,0,0,67,14,79,25,0,58,0,0,71,82,57,100,41,38,75,37,83,74
South Carolina,2009,7,83,50,68,66,44,59,0,37,60,91,82,78,81,31,50,30,85,81,69,16,87,56,82,0,2,71,83,92,6,57,70,0,59,65,49,67,0,87,76,79,60,61,78,0,38,29,64,100,64,47,37,56,86,48,66,75,72,67,23,42,54,0,69,59,77,39,0,79,0,0,85,59,70,56,66,35,87,38,95,41
South Dakota,2009,4,77,0,84,69,21,0,0,47,58,55,87,66,87,50,49,100,88,74,87,100,85,100,83,0,1,83,90,100,0,56,45,0,68,100,55,45,0,89,100,90,74,79,82,0,0,0,65,0,0,44,40,56,100,85,78,86,63,48,0,37,72,0,85,37,78,97,0,58,0,0,88,100,76,56,94,33,91,100,100,30
Tennessee,2009,8,93,45,82,64,34,56,18,21,56,68,83,85,87,60,39,30,81,92,82,36,94,66,81,0,2,75,84,87,5,50,38,0,67,74,31,53,0,81,91,83,61,80,73,10,36,39,74,35,70,58,64,54,79,30,67,81,73,53,22,48,32,0,86,55,78,61,77,68,85,0,84,75,78,52,54,37,99,34,86,40
Texas,2009,5,77,41,64,69,40,49,42,37,45,64,80,77,77,40,39,30,71,69,59,28,81,55,55,12,6,72,74,80,7,78,76,0,53,66,31,74,10,80,72,82,58,65,83,4,24,56,55,40,69,55,51,43,74,10,64,67,54,69,28,39,23,17,61,41,97,72,23,50,37,0,88,67,60,46,64,37,80,33,87,55
Utah,2009,7,60,27,79,70,67,67,80,47,77,74,94,66,76,43,37,23,78,60,50,18,100,66,30,0,2,54,88,84,9,74,79,0,41,80,32,100,0,88,83,68,90,57,100,0,42,48,55,0,100,85,54,42,79,36,76,67,77,45,67,43,23,0,73,86,78,37,0,69,33,0,96,77,67,33,56,44,88,34,80,57
Vermont,2009,6,82,0,67,33,53,0,0,33,56,46,88,80,65,0,39,24,79,40,0,0,66,50,25,0,3,75,69,82,23,65,41,0,48,51,29,57,0,89,67,51,36,47,75,0,0,60,59,0,0,39,75,100,83,0,58,71,61,41,0,53,77,0,72,0,62,0,0,50,0,0,65,53,55,69,80,28,57,48,56,99
Virginia,2009,6,60,18,43,35,30,39,18,22,28,42,45,43,60,22,21,50,40,32,22,12,44,33,30,12,100,30,45,55,5,38,48,6,29,37,19,52,4,44,43,40,28,36,57,2,17,30,31,17,41,32,23,29,36,14,37,39,33,44,18,20,15,13,35,18,62,35,23,29,15,0,61,38,33,30,53,24,41,22,47,40
Washington,2009,6,75,37,65,56,83,89,31,55,63,56,86,71,71,32,40,18,64,57,42,19,78,53,45,46,2,55,77,76,18,76,74,0,42,60,37,71,0,77,61,63,45,56,82,13,26,37,53,32,68,60,42,45,68,23,61,70,54,90,20,37,30,78,69,29,75,53,57,48,9,0,94,68,59,54,47,33,65,38,70,87
West Virginia,2009,8,99,71,86,69,50,0,0,0,52,91,81,76,88,100,58,35,100,100,100,40,88,59,54,0,1,87,87,91,26,43,58,0,62,80,55,48,100,79,96,84,27,100,77,0,53,67,100,0,0,23,71,78,76,0,70,70,88,31,100,44,0,0,82,58,73,96,0,76,0,0,78,73,76,46,100,35,89,41,91,32
Wisconsin,2009,8,82,36,69,58,69,65,44,42,51,51,86,77,74,46,57,35,70,67,41,49,74,65,60,30,3,70,81,85,9,62,40,0,53,66,34,53,12,88,71,70,56,64,79,5,26,35,67,23,68,46,71,61,76,25,73,68,66,55,36,32,42,28,83,34,67,57,73,59,39,0,87,73,71,60,58,53,75,45,75,51
Wyoming,2009,5,100,0,100,52,89,0,0,39,73,47,76,61,77,0,0,43,84,68,0,0,91,68,76,0,2,59,86,78,36,45,94,0,44,51,61,52,0,81,80,75,50,67,88,0,0,72,71,0,0,47,84,72,82,0,59,65,63,40,0,0,0,0,100,0,58,0,0,50,0,0,79,62,87,80,71,100,74,70,84,55
Alabama,2010,6,92,42,89,99,31,0,0,29,57,79,74,88,83,29,86,74,91,87,84,56,90,60,82,0,2,68,91,85,28,52,70,0,73,83,77,61,67,73,74,93,59,87,71,19,52,57,71,33,66,72,66,54,75,35,60,76,74,49,78,54,19,0,88,40,82,59,65,78,100,0,84,84,85,55,36,56,100,41,95,27
Alaska,2010,4,82,0,76,55,90,0,0,74,66,87,69,61,77,0,56,26,70,63,0,0,86,50,57,0,2,54,73,73,37,50,73,0,61,61,40,67,0,77,66,65,67,53,79,60,0,52,49,0,0,69,26,33,69,100,44,62,51,100,0,50,30,0,55,0,77,0,0,40,0,0,88,70,62,63,27,78,74,26,80,63
Arizona,2010,4,80,56,65,76,68,77,22,61,75,83,76,86,78,34,57,52,76,66,59,55,96,58,33,35,4,69,82,81,76,100,86,0,53,76,67,68,47,85,66,69,65,76,82,15,52,46,62,61,65,65,43,39,67,29,65,62,58,88,37,54,16,68,68,36,81,67,74,56,35,0,91,72,65,54,66,58,79,33,84,74
Arkansas,2010,4,91,59,92,98,26,0,0,27,57,79,75,85,80,56,42,52,85,87,91,49,94,71,62,0,2,79,80,79,30,53,62,0,51,71,45,66,0,76,81,91,100,74,72,18,100,58,51,83,0,50,49,44,78,23,58,88,74,42,0,25,18,0,72,68,89,61,0,65,62,0,86,74,63,46,56,75,84,28,91,33
California,2010,4,53,28,46,41,42,45,25,37,48,50,44,48,53,21,31,67,37,34,24,25,45,33,23,25,67,33,50,52,38,55,48,6,30,44,34,53,21,51,44,42,35,41,59,5,34,26,33,23,43,42,27,28,36,16,35,40,34,58,20,26,14,30,35,19,69,38,15,29,21,0,64,44,35,37,41,36,37,23,45,56
Colorado,2010,5,71,36,67,78,84,65,46,69,99,67,77,81,67,28,50,38,66,57,46,37,82,57,33,31,2,66,81,80,59,83,52,17,49,71,62,64,57,80,57,58,54,65,83,11,49,37,47,24,94,66,40,34,77,32,66,72,52,83,35,44,21,100,65,38,69,40,0,47,79,0,87,68,60,48,58,53,70,49,76,98
Connecticut,2010,8,71,34,63,85,58,83,42,40,66,71,75,88,76,39,63,39,66,52,35,34,71,54,46,46,2,69,87,85,34,81,80,0,49,75,75,88,43,73,53,64,57,69,89,17,45,37,56,0,73,61,39,36,63,21,56,82,66,82,64,42,12,87,76,30,75,50,0,57,21,0,83,67,57,56,63,47,66,35,78,83
Delaware,2010,10,88,36,74,61,50,0,0,37,29,63,79,97,85,76,72,81,45,67,22,0,79,96,44,0,4,67,86,94,62,68,87,0,68,80,100,86,0,78,60,63,76,81,82,100,0,50,50,0,0,64,100,56,70,47,67,77,99,46,0,100,100,0,83,40,53,77,0,67,0,0,85,67,48,68,61,39,86,46,86,59
District of Columbia,2010,20,67,35,69,66,52,0,38,57,57,59,80,82,71,28,43,43,60,51,36,45,68,57,49,28,4,64,82,76,55,71,96,15,44,61,43,100,60,74,71,60,41,61,73,9,61,45,42,0,0,59,42,46,62,34,64,59,63,84,40,42,26,0,69,34,70,58,0,47,26,0,73,68,66,54,57,46,67,42,76,80
Florida,2010,4,79,44,69,75,40,68,15,45,59,74,61,82,69,32,44,58,62,70,58,40,80,61,47,27,11,61,77,79,34,68,82,6,51,68,43,72,33,75,74,78,55,69,78,12,49,45,50,53,60,63,43,49,66,19,49,68,49,79,35,54,9,35,63,34,83,70,55,52,40,0,94,71,59,52,46,40,78,36,79,46
Georgia,2010,5,74,38,70,76,38,47,15,39,59,71,65,84,73,34,51,53,73,67,63,39,76,54,60,13,8,65,76,78,49,66,72,9,50,61,47,67,36,74,69,71,41,68,78,11,34,42,53,33,60,65,47,40,72,30,55,60,57,66,19,40,16,66,58,38,81,71,34,57,35,0,81,66,57,52,43,54,84,37,81,44
Hawaii,2010,5,71,78,65,86,43,0,0,44,73,98,58,70,70,21,59,83,59,55,40,31,73,67,26,0,1,66,83,86,33,72,64,0,49,61,68,73,0,80,87,92,58,69,92,0,0,100,38,0,0,75,44,76,56,15,45,62,70,56,0,32,0,0,44,26,82,55,0,46,0,0,84,70,71,78,52,41,59,28,88,87
Idaho,2010,3,76,78,72,74,65,0,0,33,90,82,81,87,83,45,100,81,99,67,28,62,92,65,55,100,3,57,88,80,100,50,68,0,49,75,48,84,0,83,84,60,65,79,95,0,73,47,79,0,0,72,72,100,79,34,62,63,70,47,62,48,40,0,69,46,80,63,0,87,0,0,90,73,91,81,12,73,80,37,92,43
Illinois,2010,5,74,38,68,77,55,87,42,60,58,66,78,87,76,32,43,40,67,59,49,37,71,57,48,18,4,54,79,81,50,80,65,13,49,69,59,68,34,77,63,69,66,69,78,15,69,40,51,10,75,61,40,47,62,25,69,72,60,72,21,52,16,39,73,39,73,57,54,53,44,0,80,67,62,58,71,56,68,41,79,68
Indiana,2010,7,86,53,83,83,49,74,25,35,75,63,83,97,97,42,89,57,85,83,69,80,77,72,50,55,3,100,86,83,52,62,49,30,62,100,71,50,51,88,76,79,73,84,83,26,27,39,100,34,67,61,72,67,75,47,75,75,80,62,56,46,18,0,79,49,67,63,78,69,63,0,82,94,94,76,59,64,76,36,85,41
Iowa,2010,7,77,100,83,61,40,0,33,46,72,56,87,89,83,47,60,55,87,66,41,48,78,66,51,0,1,84,95,85,64,64,40,0,71,83,34,50,0,100,73,61,53,91,79,0,70,43,64,0,72,81,51,86,93,23,76,100,83,45,88,59,31,0,78,47,65,83,0,67,79,100,78,90,71,43,55,51,73,53,78,42
Kansas,2010,4,78,53,75,89,52,0,0,34,57,76,78,80,77,35,60,52,69,74,52,32,85,71,54,0,2,69,91,83,52,58,37,0,52,73,56,53,0,86,73,75,61,66,86,11,66,55,60,0,0,72,58,35,90,42,72,69,71,61,64,70,31,0,82,22,79,65,0,55,72,0,88,71,65,47,56,49,85,35,93,38
Kentucky,2010,6,85,81,79,79,40,0,0,36,83,70,74,81,88,41,60,72,83,82,71,66,80,69,65,32,1,70,90,86,43,46,40,36,61,78,55,55,59,77,85,100,77,76,83,20,70,47,68,30,74,60,67,54,79,51,70,86,76,50,49,39,17,0,79,46,77,71,58,65,74,0,92,87,77,70,38,60,90,34,83,40
Louisiana,2010,5,86,53,84,91,29,0,0,20,57,100,69,78,77,37,30,51,75,72,79,71,89,67,100,34,2,75,81,88,26,58,45,0,70,73,51,50,63,73,81,80,80,87,75,9,83,69,63,0,0,78,51,27,63,29,53,68,68,61,56,55,9,0,68,46,97,97,0,70,95,0,86,70,67,52,59,55,90,27,100,38
Maine,2010,4,77,44,65,69,45,0,0,40,75,52,70,87,71,41,29,47,84,65,50,55,75,58,43,0,0,62,83,77,59,58,60,0,55,66,45,70,0,83,74,66,49,57,83,21,55,40,55,0,0,59,36,51,75,21,53,72,72,41,62,36,0,0,74,52,60,63,0,80,0,0,83,55,57,68,56,47,58,38,69,69
Maryland,2010,100,77,43,74,70,57,49,16,56,56,60,77,90,84,45,68,52,68,62,33,66,74,70,63,18,3,86,86,81,28,70,96,20,66,81,50,94,45,79,72,63,85,87,76,10,76,48,64,45,80,65,59,53,69,33,66,77,73,82,30,32,12,68,85,32,76,68,0,61,51,0,80,74,62,62,59,66,74,42,78,70
Massachusetts,2010,12,79,37,63,73,70,87,24,61,55,57,83,78,71,29,49,41,59,47,29,31,65,52,40,17,5,58,74,76,52,73,85,19,60,68,61,97,58,72,61,61,44,62,76,12,40,33,57,16,62,60,42,35,58,31,60,68,53,80,37,39,18,42,67,33,70,56,0,46,40,0,73,59,54,55,60,45,61,35,72,100
Michigan,2010,7,78,57,70,78,54,57,16,45,65,68,75,84,74,40,59,56,70,67,56,41,74,66,49,14,3,71,83,82,45,66,61,0,56,79,64,55,100,82,64,70,72,74,88,7,50,43,67,25,78,60,61,54,69,31,64,81,68,58,50,41,13,54,76,51,78,67,61,55,31,0,82,75,63,56,54,51,75,33,80,57
Minnesota,2010,6,79,52,77,65,67,76,27,52,56,58,81,89,79,36,66,45,71,60,44,51,72,68,37,16,2,63,84,77,88,100,56,18,65,85,63,53,29,85,51,61,84,78,83,11,39,34,70,24,73,60,44,50,77,43,77,67,67,80,36,32,28,47,77,48,70,55,0,57,44,0,79,75,64,56,48,54,66,51,74,67
Mississippi,2010,3,78,32,71,71,54,0,0,0,61,75,66,91,84,30,52,76,77,83,85,35,97,65,81,0,3,69,93,85,22,61,53,0,74,75,64,53,0,82,100,95,76,85,78,18,33,53,52,0,0,77,44,35,83,60,53,74,76,58,55,64,18,0,82,46,100,92,0,67,62,0,88,77,69,64,25,56,94,29,95,35
Missouri,2010,5,82,46,76,79,50,87,15,45,63,71,79,91,84,53,67,61,79,82,72,46,91,66,63,27,2,62,86,85,44,66,58,22,56,76,52,66,0,79,68,79,85,84,82,7,87,52,65,45,62,71,56,42,82,39,70,74,61,69,41,48,11,33,81,48,78,76,81,64,67,0,87,80,66,57,51,48,80,32,87,46
Montana,2010,5,68,0,82,96,82,0,0,90,79,81,72,95,76,23,56,73,94,72,40,0,100,82,66,0,2,55,81,100,84,49,50,0,58,71,70,58,0,97,47,63,64,53,84,0,0,33,83,0,0,61,61,63,76,57,55,94,53,52,0,61,45,0,83,65,67,87,0,76,0,0,78,73,50,48,84,61,81,49,78,62
Nebraska,2010,7,91,57,69,90,42,0,0,51,62,73,93,80,84,56,58,62,76,69,51,54,84,68,50,65,4,70,94,86,86,77,80,0,46,75,70,57,0,89,82,72,71,74,84,18,63,56,78,100,0,49,85,68,86,44,100,84,73,69,100,39,0,0,77,53,75,67,0,62,0,0,89,76,70,59,54,67,82,49,94,41
Nevada,2010,2,64,28,62,91,50,0,0,62,94,92,67,80,74,33,54,68,65,62,48,42,93,51,38,0,3,50,76,74,74,70,72,0,55,57,41,85,0,74,62,81,66,64,82,11,69,57,52,50,0,54,39,32,63,35,57,54,45,93,75,51,16,0,57,39,77,65,0,59,74,0,97,74,64,66,45,32,81,34,89,61
New Hampshire,2010,5,81,42,75,79,67,0,0,77,72,62,74,79,73,36,53,38,68,57,40,91,76,64,53,0,1,73,89,82,24,68,69,0,55,64,52,85,0,96,64,70,91,60,93,0,88,40,62,0,0,76,56,44,74,74,57,59,68,64,0,39,19,0,69,35,62,75,0,49,0,0,78,64,51,59,66,34,62,36,81,92
New Jersey,2010,4,73,43,59,83,59,52,18,43,61,86,70,81,72,33,50,38,64,59,45,32,75,53,59,28,5,52,80,81,26,77,100,8,50,65,52,93,65,71,69,75,52,63,86,6,39,41,53,25,71,63,39,37,59,20,53,63,50,64,26,59,8,41,63,33,75,86,21,47,60,0,83,61,59,55,46,50,70,36,86,65
New Mexico,2010,9,81,36,82,88,55,0,0,56,76,76,64,100,100,34,57,63,84,93,89,48,85,68,42,0,5,64,83,90,31,70,55,0,65,91,50,67,0,75,51,66,96,100,79,25,68,58,77,0,0,46,72,42,60,37,57,75,79,45,0,39,25,0,80,42,70,45,0,53,0,0,82,86,76,46,54,34,72,97,82,74
New York,2010,6,68,40,64,71,65,60,39,40,51,72,74,78,67,30,45,44,56,49,35,33,69,52,50,19,4,66,75,75,46,65,92,8,51,62,57,95,79,77,66,67,58,67,87,10,42,39,53,18,69,60,36,39,55,22,50,64,57,55,24,40,12,45,70,32,80,64,40,45,27,0,74,62,54,62,56,49,61,31,73,95
North Carolina,2010,9,84,50,83,74,43,100,13,44,62,69,71,87,79,33,60,49,78,68,51,42,79,61,56,11,2,93,84,83,29,65,67,13,68,71,56,78,31,79,80,80,66,71,79,10,49,52,65,24,69,67,49,45,78,30,61,79,69,74,34,33,17,33,75,44,83,65,77,60,46,0,79,78,70,51,55,59,81,48,82,53
North Dakota,2010,3,100,0,68,67,48,0,0,0,59,79,68,80,84,0,69,68,71,71,49,0,75,100,42,0,0,61,96,84,59,59,18,0,100,72,64,44,0,85,64,69,87,92,82,48,0,55,87,0,0,61,85,62,84,30,68,64,72,51,0,86,48,0,100,100,52,0,0,47,0,0,83,73,50,37,37,83,78,78,91,36
Ohio,2010,6,83,49,74,89,52,64,14,38,59,78,80,88,80,38,62,60,74,75,52,66,77,70,57,16,2,67,82,86,43,64,56,0,57,74,59,56,35,85,70,75,77,77,87,10,48,54,67,37,73,67,54,47,73,32,74,80,66,56,21,61,15,56,77,49,74,55,72,54,30,0,88,76,70,63,52,55,76,37,87,46
Oklahoma,2010,3,75,55,98,86,54,0,0,35,62,79,76,82,81,24,63,79,86,87,61,71,97,65,62,0,3,54,78,84,81,54,52,0,64,79,82,64,0,75,68,75,62,65,77,27,59,64,64,37,0,61,75,44,89,30,72,84,58,53,74,68,11,0,63,49,85,70,0,79,74,0,96,68,67,64,60,48,85,33,94,35
Oregon,2010,6,72,53,74,62,100,57,43,100,82,61,75,84,70,25,65,42,70,66,45,47,82,69,26,36,2,67,82,74,45,82,67,0,52,72,58,62,0,82,56,62,54,67,81,13,87,27,69,44,73,83,44,56,72,32,62,73,65,94,73,28,19,94,70,40,74,53,0,45,55,0,97,75,62,67,59,45,64,54,66,86
Pennsylvania,2010,10,82,53,74,85,50,86,18,50,59,75,77,92,83,39,62,49,71,68,48,45,75,61,53,25,2,66,88,90,43,69,79,18,67,83,69,83,30,78,71,73,70,87,88,9,66,39,69,33,74,55,51,47,69,29,60,72,68,66,37,43,14,28,83,50,74,76,40,55,38,0,82,74,63,58,56,58,72,41,81,60
